tesseract-data-tur 2:4.1.0-5
tevent 1:0.17.1-2.1
texinfo 7.3-1.1
thin-provisioning-tools 1.3.2-1.1
threadweaver 6.27.0-1.1
tinysparql 3.11.1-1
tinyxml2 11.0.0-2
tk 8.6.16-1.1
tmux 3.6_b-2.1
tomlplusplus 3.4.0-2.1
topgrade 17.6.2-1
tpm2-tss 4.1.3-1.1
traceroute 2.1.6-1.2
trash-cli 0.24.5.26-3
tree 2.3.2-1
tree-sitter 0.26.9-1.1
tree-sitter-c 0.24.1-2.1
tree-sitter-lua 0.5.0-3.1
tree-sitter-markdown 0.5.3-2.1
tree-sitter-query 0.8.0-2.1
tree-sitter-vim 0.8.1-3.1
tree-sitter-vimdoc 4.1.0-2.1
tslib 1.24-1.2
ttf-bitstream-vera 1.10-16
ttf-dejavu 2.37+18+g9b5d1b2f-8
ttf-fantasque-nerd 3.4.0-2
ttf-fira-sans 1:4.301-3
ttf-firacode-nerd 3.4.0-2
ttf-hack 3.003-7
ttf-jetbrains-mono 2.304-2
ttf-jetbrains-mono-nerd 3.4.0-2
ttf-liberation 2.1.5-2
ttf-meslo-nerd 3.4.0-2
ttf-opensans 3.003-1
ttf-roboto 3.015-1
twolame 0.4.0-4.1
tzdata 2026b-1.1
uchardet 0.0.8-4.1
udisks2 2.11.1-2.1
ufw 0.36.2-7
ufw-docker 251123-1
umu-launcher 1.4.0-3
unibilium 2.1.2-1.1
unixodbc 2.3.14-1.1
unrar 1:7.2.6-1.1
unzip 6.0-23.1
upower 1.91.2-1.1
usb_modeswitch 2.6.2.20251207-1.1
usbutils 019-1.1
uthash 2.3.0-3
util-linux 2.42.2-1
util-linux-libs 2.42.2-1
v4l-utils 1.32.0-2.1
vapoursynth 77-2.1
verdict 1.4.5-2
vicinae-bin 0.22.0-1
vid.stab 1.1.1-3.1
vim 9.2.0699-1.1
vim-runtime 9.2.0699-1.1
visual-studio-code-bin 1.126.0-1
vivaldi 8.0.4033.50-1.1
vivaldi-ffmpeg-codecs 148.0.7778.256-1.1
vlc-plugin-a52dec 3.0.23_2-8.1
vlc-plugin-aalib 3.0.23_2-8.1
vlc-plugin-alsa 3.0.23_2-8.1
vlc-plugin-aom 3.0.23_2-8.1
vlc-plugin-archive 3.0.23_2-8.1
vlc-plugin-aribb24 3.0.23_2-8.1
vlc-plugin-aribb25 3.0.23_2-8.1
vlc-plugin-ass 3.0.23_2-8.1
vlc-plugin-avahi 3.0.23_2-8.1
vlc-plugin-bluray 3.0.23_2-8.1
vlc-plugin-caca 3.0.23_2-8.1
vlc-plugin-cddb 3.0.23_2-8.1
vlc-plugin-chromecast 3.0.23_2-8.1
vlc-plugin-dav1d 3.0.23_2-8.1
vlc-plugin-dbus 3.0.23_2-8.1
vlc-plugin-dbus-screensaver 3.0.23_2-8.1
vlc-plugin-dca 3.0.23_2-8.1
vlc-plugin-dvb 3.0.23_2-8.1
vlc-plugin-dvd 3.0.23_2-8.1
vlc-plugin-faad2 3.0.23_2-8.1
vlc-plugin-ffmpeg 3.0.23_2-8.1
vlc-plugin-firewire 3.0.23_2-8.1
vlc-plugin-flac 3.0.23_2-8.1
vlc-plugin-fluidsynth 3.0.23_2-8.1
vlc-plugin-freetype 3.0.23_2-8.1
vlc-plugin-gme 3.0.23_2-8.1
vlc-plugin-gnutls 3.0.23_2-8.1
vlc-plugin-gstreamer 3.0.23_2-8.1
vlc-plugin-inflate 3.0.23_2-8.1
vlc-plugin-jack 3.0.23_2-8.1
vlc-plugin-journal 3.0.23_2-8.1
vlc-plugin-jpeg 3.0.23_2-8.1
vlc-plugin-kate 3.0.23_2-8.1
vlc-plugin-libsecret 3.0.23_2-8.1
vlc-plugin-lirc 3.0.23_2-8.1
vlc-plugin-live555 3.0.23_2-8.1
vlc-plugin-lua 3.0.23_2-8.1
vlc-plugin-mad 3.0.23_2-8.1
vlc-plugin-matroska 3.0.23_2-8.1
vlc-plugin-mdns 3.0.23_2-8.1
vlc-plugin-modplug 3.0.23_2-8.1
vlc-plugin-mpeg2 3.0.23_2-8.1
vlc-plugin-mpg123 3.0.23_2-8.1
vlc-plugin-mtp 3.0.23_2-8.1
vlc-plugin-musepack 3.0.23_2-8.1
vlc-plugin-nfs 3.0.23_2-8.1
vlc-plugin-notify 3.0.23_2-8.1
vlc-plugin-ogg 3.0.23_2-8.1
vlc-plugin-opus 3.0.23_2-8.1
vlc-plugin-png 3.0.23_2-8.1
vlc-plugin-pulse 3.0.23_2-8.1
vlc-plugin-samplerate 3.0.23_2-8.1
vlc-plugin-sdl 3.0.23_2-8.1
vlc-plugin-sftp 3.0.23_2-8.1
vlc-plugin-shout 3.0.23_2-8.1
vlc-plugin-smb 3.0.23_2-8.1
vlc-plugin-soxr 3.0.23_2-8.1
vlc-plugin-speex 3.0.23_2-8.1
vlc-plugin-srt 3.0.23_2-8.1
vlc-plugin-svg 3.0.23_2-8.1
vlc-plugin-tag 3.0.23_2-8.1
vlc-plugin-theora 3.0.23_2-8.1
vlc-plugin-twolame 3.0.23_2-8.1
vlc-plugin-udev 3.0.23_2-8.1
vlc-plugin-upnp 3.0.23_2-8.1
vlc-plugin-vorbis 3.0.23_2-8.1
vlc-plugin-vpx 3.0.23_2-8.1
vlc-plugin-x264 3.0.23_2-8.1
vlc-plugin-x265 3.0.23_2-8.1
vlc-plugin-xml 3.0.23_2-8.1
vlc-plugin-zvbi 3.0.23_2-8.1
vlc-plugins-all 3.0.23_2-8.1
vlc-plugins-base 3.0.23_2-8.1
vlc-plugins-extra 3.0.23_2-8.1
vlc-plugins-video-output 3.0.23_2-8.1
vlc-plugins-visualization 3.0.23_2-8.1
vmaf 3.2.0-1.1
volume_key 0.3.12-12.1
vosk-api 0.3.50-7
vte-common 0.84.0-1.2
vte4 0.84.0-1.2
vulkan-icd-loader 1.4.350.1-1.1
vulkan-mesa-implicit-layers 3:26.1.2-1
vulkan-radeon 3:26.1.2-1
vulkan-tools 1.4.350.1-1.1
wavpack 5.9.0-1.1
waydroid 1.6.3-1
waydroid-helper 0.2.9-1.1
wayland 1.25.0-1.1
wayland-utils 1.3.0-1.1
webkit2gtk-4.1 2.52.4-1
webkitgtk-6.0 2.52.4-1
webrtc-audio-processing 2.1-8.1
webrtc-audio-processing-1 1.3-5.2
wev 1.1.0-1.1
wget 1.25.0-5.1
which 2.25-1.1
wildmidi 0.4.6-1.1
win2xcur 0.2.1-1
winboat 0.9.0-9
windscribe-v2-bin 2.22.10-1
wine 11.11-1.1
wine-cachyos-opt 2:10.0.20260425-1
winetricks 20260125-2
wireless-regdb 2026.05.30-1
wireplumber 0.5.15-1.1
wl-clipboard 1:2.3.0-1.1
woff2 1.0.2-6.1
wpa_supplicant 2:2.11-5.1
wqy-zenhei 0.9.45-10
x264 3:0.165.r3222.b35605a-2.5
x265 4.2-2.1
xapian-core 1:2.0.0-2.1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2.1
xcb-util-cursor 0.1.6-1.1
xcb-util-errors 1.0.1-2.1
xcb-util-image 0.4.1-3.1
xcb-util-keysyms 0.4.1-5.1
xcb-util-renderutil 0.3.10-2.1
xcb-util-wm 0.4.2-2.1
xdg-dbus-proxy 0.1.7-1.1
xdg-desktop-portal 1.22.1-2.1
xdg-desktop-portal-gtk 1.15.3-1.1
xdg-desktop-portal-kde 6.7.1-1.1
xdg-terminal-exec 0.14.0-1
xdg-user-dirs 0.20-1.1
xdg-utils 1.2.1-2
xdotool 4.20260303.1-1.1
xf86-input-libinput 1.5.0-1.2
xf86-video-amdgpu 25.0.0-1.1
xfsprogs 7.0.1-1.1
xkeyboard-config 2.47-1
xl2tpd 1.3.20-1.1
xmlsec 1.3.11-1.1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.23-1.1
xorg-server-common 21.1.23-1.1
xorg-setxkbmap 1.3.5-1.1
xorg-xauth 1.1.5-1.1
xorg-xdpyinfo 1.4.0-1.1
xorg-xkbcomp 1.5.0-1.1
xorg-xmessage 1.0.7-2.1
xorg-xprop 1.2.8-1.1
xorg-xrandr 1.5.4-1.1
xorg-xrdb 1.2.2-2.1
xorg-xwayland 24.1.12-1.1
xorgproto 2025.1-1
xsettingsd 1.0.2-3.1
xvidcore 1.3.7-4.1
xxhash 0.8.3-1
xz 5.8.3-2
yay 13.0.1-1
yelp 49.1-1.1
yelp-xsl 49.0-1
yt-dlp 2026.06.09-1
yt-dlp-ejs 0.8.0-1
ytmdesktop-bin 2.0.11-1
yyjson 0.12.0-1.1
zam-plugins-lv2 4.5-1.1
zbar 0.23.93-6.1
zen-browser-bin 1.21.3b-1
zenity 4.2.2-1.1
zeromq 4.3.5-3.1
zimg 3.0.6-1.1
zint 2.16.0-2.1
zip 3.0-13.1
zita-convolver 4.0.3-5.1
zix 0.8.2-1.1
zlib-ng 2.3.3-2
zlib-ng-compat 2.3.3-2
zoxide 0.9.9-2.1
zram-generator 1.2.1-1.1
zsh 5.9.1-1.1
zsh-theme-powerlevel10k 1:1.20.15-1
zstd 1.5.7-5
zvbi 0.2.44-1.1
zxing-cpp 3.0.2-1.1
